0.49711,-0.20987,0.94847,0.33936,0.115,-1.1666,-0.23298,-0.3813,-0.28269,-0.67319,0.41254,0.79203,0.48618,-0.20328,0.62488,0.25183,-0.90055,0.57326,-0.35609,-0.55493,0.70315,1.0358,0.97998,0.52505,0.26328,-0.2221,0.57607,0.13459,0.32789,-1.0708,-0.44887,-0.37088,-0.51383,-0.50048,-0.25509,-0.55951,-0.30601,-0.43329,-0.021999,0.47532,0.26155,-0.29887,1.3238
0.59135,-1.1392,-1.1991,-1.9879,-0.11792,0.071294,-0.13222,-0.79392,0.15288,-0.034136,-0.16729,-0.64333,0.14561,0.56115,-0.69029,-0.60473,-0.45753,-1.0408,1.327,-1.1436,-1.4348,-0.86308,-0.47516,-0.15181,-0.16258,-0.28649,-0.6967,-0.52648,0.0119,-0.89494,-0.7458,-0.64512,0.67501,-0.47111,-0.51173,-0.17344,-0.17903,0.31663,-0.31192,-1.3434,-2.9215,-1.699,-0.90727
0.58765,-1.9497,-0.70075,-1.4738,-0.1726,0.1723,1.1016,-0.3919,0.22656,-0.42955,-0.26058,-0.21252,0.58125,-0.64214,-0.37203,-0.91754,0.36845,-1.0663,2.3448,-0.5607,-0.29132,-0.41585,0.15559,0.13753,0.76086,-0.47999,1.3646,0.47374,0.18442,0.46843,-0.004017,-0.51665,0.2808,-0.19481,-0.24166,-0.54992,-0.13489,-0.2415,-0.44619,-1.5602,-1.682,-0.61637,-0.4789
0.39608,-2.4847,-1.6198,-1.509,1.0792,-0.63821,-0.22639,-0.48304,0.68362,-0.96763,-0.52491,-0.91304,-0.19063,1.4525,-0.94755,-0.13475,-0.25536,-1.2075,2.3479,-1.0015,-1.5238,-0.32416,-1.9228,0.088536,0.49258,-0.27394,0.68323,0.14708,0.076541,1.092,0.56934,-0.37158,0.8504,-0.26452,-0.34233,-0.71046,-0.023653,-0.27395,-0.69219,-1.5613,-1.8364,-1.2286,-0.94801
0.5571,-1.703,-1.3524,-1.8604,-1.2084,0.283,-0.26942,0.95647,-0.29654,-1.1679,-0.53805,-1.5542,0.19543,-0.66737,-1.9709,-0.74365,-0.7441,-1.3181,1.7526,-1.5507,-1.3627,-1.0157,-1.5577,0.020418,0.16461,-0.80275,0.0043174,0.21249,0.2379,-1.3542,-0.93596,-0.25148,-1.7624,0.72362,-0.16421,-0.3608,-0.26188,-0.21567,1.8926,-1.7776,-3.0924,-1.5661,-0.84966
1.0866,-2.2802,-1.7754,-2.0292,-0.17889,-0.27915,0.11291,-0.54494,0.96621,-0.35905,0.45686,-0.82926,0.69709,0.33439,-1.4291,0.36848,0.219,-1.859,-0.084772,-1.2723,-1.2005,-0.89816,-0.10277,-0.91826,1.0395,-0.44579,1.6798,0.8981,-0.0046494,-1.0769,-0.40668,-0.62036,0.18356,-0.39015,-0.17394,-0.43841,-0.40802,-0.11708,-0.60853,-2.5789,-2.0509,-1.9401,-1.0257
0.2023,0.40208,0.036602,-0.05367,0.34286,1.0007,1.111,-0.2905,0.60623,0.76642,0.73704,0.18305,0.32554,0.91847,0.078808,0.50694,1.4833,0.98453,-0.28849,0.56898,0.29609,0.51793,0.40021,0.51338,1.0629,1.6769,1.2458,1.051,-3.2225,-1.2898,-0.69178,-0.61613,0.65155,-0.33459,-0.30339,-0.36984,-0.28687,-0.30028,-0.62606,0.16222,0.31476,0.26733,-0.72879
0.60949,-1.4071,-0.81337,-0.98895,-0.23403,-0.91105,-2.6708,-0.74717,-1.5713,-0.83441,-1.0158,-0.89601,-0.55694,0.78694,-0.29338,-0.057313,-0.046709,-0.78216,0.19343,-1.0174,-2.014,-0.75194,-1.0428,-1.9156,-0.33018,-0.21485,-0.35035,-0.38054,-2.232,-0.9071,-0.42124,-0.49393,0.35782,-0.3902,-0.1786,-0.46054,-0.22738,0.14832,-0.52133,-0.35339,-0.42911,-1.7991,-0.52799
-0.098794,0.47073,-0.44503,0.61289,-0.18787,1.2616,1.1162,2.1124,0.26031,0.20721,0.00041057,-0.27363,0.13277,0.64037,-0.81108,-1.2577,0.29028,-0.27789,-0.92225,-0.33767,-0.1432,-0.27392,-0.69224,-0.84429,0.45734,0.99692,-0.61807,0.46874,-3.9928,0.081096,0.077901,0.69859,0.65538,-0.18136,-0.21627,-0.20991,-0.018206,-0.0091558,1.0022,-0.063337,0.61838,1.1066,-0.028605
-1.6503,0.34073,0.10723,-0.53103,1.0224,1.6148,0.7735,1.9083,1.4842,2.1996,0.56716,0.85282,0.35392,1.2966,1.658,0.66854,1.0335,0.063858,0.44747,1.9961,1.6485,1.1752,0.55238,1.4184,2.0262,3.4044,0.67473,2.2175,1.2532,1.0941,2.2648,2.7861,-0.82799,0.23402,-0.33863,-0.33902,-0.078186,-0.076156,-0.19484,-0.58053,-0.23013,0.0068909,-0.71831
-3.0821,1.0467,-0.44893,1.0373,-1.1185,1.3661,-1.0582,1.9739,-0.076567,0.67693,-0.28946,0.070712,-0.39947,0.63453,-0.99565,0.017895,0.11769,-0.56724,-0.22519,-0.41962,0.2762,0.28551,-0.65232,-1.8961,0.8889,1.4935,0.20294,1.2893,0.019609,-0.95236,-0.71095,-0.57342,0.82005,1.1806,-0.0018957,-0.41815,-0.29416,-0.035558,-0.36807,0.55775,1.1404,1.6134,-1.023
0.45915,0.15255,1.8477,-0.044691,-0.14849,-1.2461,-0.43833,-0.40482,-0.88232,1.1237,0.8359,1.1023,0.68372,-0.12408,1.526,0.77961,-1.1382,1.3694,-0.25193,0.96826,1.1614,1.2549,0.51337,0.4691,0.10004,-0.1151,0.37519,-0.1747,1.1377,-1.1643,-0.48686,-0.55909,-0.13333,0.25313,-0.21728,-0.82195,0.014706,0.00095613,-0.40677,0.3696,-0.1328,-0.83132,1.2986
0.65396,0.17397,0.99708,-0.1539,0.80295,-0.86564,-0.58224,-0.43915,-0.93598,-0.10654,0.45796,1.4374,0.92969,-0.36193,0.43813,-0.31116,-1.2274,0.75581,2.3068,-0.68339,-0.55392,0.66898,0.96177,-1.1124,0.46316,-0.56664,0.56593,0.322,1.1061,-0.87373,-0.93947,-0.88181,-1.6404,-0.16016,-0.14276,-0.38975,-0.050091,-0.081793,-0.47051,0.076333,0.15743,-0.28888,1.5508
0.067569,0.38649,-0.18602,-0.83233,0.66806,1.5227,-0.019682,-0.40473,0.67875,0.50394,0.80192,0.27913,0.72032,-0.89708,-0.89632,0.65335,0.46851,-0.759,1.2112,0.347,0.43844,-0.7925,1.0193,1.0506,-1.4482,-0.42211,-1.4036,-1.3749,0.054715,-1.3387,-0.82776,-0.84899,0.43448,-0.2091,-0.24035,-0.71275,-0.32504,-0.058519,-0.40557,-0.11155,0.0338,0.13536,-0.72264
