0.11417,0.33694,0.68534,1.069,0.70599,0.30523,0.32522,-2.3639,-0.069028,-0.67653,0.39601,0.64368,0.60436,0.83078,-0.45539,-0.98538,0.20374,1.0759,-0.62195,0.28128,-0.22359,1.013,0.7946,0.47148,0.20113,-0.27012,0.43079,0.42116,-1.3752,-0.8574,-0.86868,-0.25874,0.8727,0.84864,-0.11382,-0.41189,0.027003,0.050163,-0.46451,0.67034,1.0187,0.87002,1.1981
0.71177,-1.4943,-0.20117,-1.237,-0.73666,-0.074456,0.68005,-0.32854,0.26504,-0.36089,0.068408,0.0020634,0.52892,-1.0304,-0.59994,-1.3255,0.45626,-0.40696,2.5219,-0.046064,-0.3888,-0.9492,-0.77346,-0.076251,1.3122,-0.1846,1.5693,1.0196,0.24636,1.0406,0.96157,-0.62679,0.60634,3.1987,2.3742,2.82,-0.41838,0.080848,3.4381,-1.7373,-2.019,-1.2321,-0.74426
-0.094981,0.45049,0.61024,0.32179,0.76193,0.83344,0.74367,0.5187,1.0907,0.85457,0.53004,0.37991,-0.1254,1.2654,-0.46411,-0.036842,0.58473,1.2335,-0.055299,1.0082,0.59406,0.68838,-0.30583,-0.65516,1.2437,2.4157,0.89377,1.2856,-2.9314,-0.89273,-0.91707,-0.46909,-0.60292,0.5624,-0.2274,-0.55975,0.016998,0.0034823,1.84,-0.32418,-0.38263,0.73702,-1.3205
0.41299,1.0274,0.81541,0.79507,0.060095,0.056547,-0.32131,-0.65799,-0.037451,-0.1386,0.46061,0.69455,0.50921,0.95055,0.46247,-0.41602,-0.36805,1.1851,-0.43735,-0.24178,0.43678,0.56714,1.4752,-0.352,0.42193,1.4663,-0.075683,0.59056,-0.38087,0.38583,1.129,1.4837,0.57283,-0.20092,-0.69008,-0.61109,-0.41125,0.028528,-0.52065,0.64671,1.1803,1.1091,1.2401
-0.016025,0.82947,1.0659,1.0598,-0.14591,-1.017,-0.48989,-0.42665,-0.47843,0.48926,-0.050527,0.69756,1.0784,-0.69968,0.91799,-0.59914,-1.503,1.0095,0.055395,-0.19622,0.44504,0.38618,-0.11832,0.44867,-0.42052,-0.12569,-0.25197,-0.5422,1.1578,-0.95853,-0.7005,-0.27548,0.34645,-0.41276,-0.2259,-0.59673,-0.59027,-0.11404,-0.47867,1.3517,1.5354,-0.082471,1.2748
-1.6883,1.3639,-0.16575,0.86275,-0.28579,1.3692,1.0054,1.9433,0.94992,0.91302,0.49507,0.66302,0.096747,0.54403,-0.17496,0.40474,0.57364,-0.28454,-0.47615,0.97493,0.32625,0.31685,0.060535,-0.87192,1.1591,2.281,0.65522,1.1845,-3.2213,-0.63316,-0.75795,-0.2384,0.98024,1.1386,-0.22962,0.12663,-0.22117,-0.30138,-0.32952,0.53486,0.77898,1.4805,-1.0505
0.55516,-0.65974,-0.71521,-1.5429,0.083602,0.70029,0.11423,-0.17077,0.26463,-0.3528,-0.080371,-0.092503,0.89926,-1.1168,-0.56899,0.46017,1.0516,-1.7755,1.1465,-0.34157,-0.70699,-0.50552,0.47977,-0.24083,0.4839,-0.41505,0.58203,0.15934,-0.20406,1.9315,2.4448,-0.38475,0.47742,-0.52395,-0.36379,4.2262,-0.39487,-0.27764,-0.31812,-1.7401,-2.2331,-1.579,-0.81261
-1.3548,0.6298,0.57965,-0.045017,0.62589,1.4731,2.9332,1.6214,0.43609,0.64564,1.4303,0.64389,0.85882,0.44683,0.29205,0.59646,1.5144,-0.76549,-0.66551,1.3645,1.6501,-0.36111,-0.20202,1.1874,-1.4348,-0.2049,-1.4111,-1.0481,0.088254,0.49482,-0.9919,-0.43144,0.4794,0.34333,-0.34799,-0.85687,-0.33695,-0.48884,-0.86433,-0.43104,0.16736,0.3483,-0.73974
0.49604,-0.13414,0.98059,0.24377,-0.53363,-1.0311,-0.63664,-0.92534,-1.2252,0.57576,0.033529,0.50387,0.6689,0.028273,1.0131,-0.53231,-0.96935,1.0707,-0.4048,-0.22943,0.52963,0.98321,0.36083,0.93904,-0.49159,-0.25873,-0.25776,-0.34243,1.2943,-0.91635,-0.81101,-0.75571,-0.91094,-1.7778,-0.29149,-0.75946,-0.21087,-0.016916,-0.50458,0.61051,-0.038062,-0.47327,1.3052
-1.6843,1.0585,0.82146,0.30353,2.5024,1.3299,0.55658,-0.32722,0.44257,0.74877,-1.9121,-2.7328,-3.0228,2.0429,-0.043222,1.2717,1.3642,-0.65814,0.25849,1.5916,0.66603,1.3918,0.89226,1.0859,1.2237,2.2369,1.4516,1.4009,-0.042804,1.232,-0.50397,-0.41002,0.52424,-0.062455,-0.49268,0.16541,-0.46319,-0.078396,-0.83939,0.76168,-0.13599,0.20309,1.0974
